,index,Season,Team,M,W,D,L,G,GA,PTS,xG,xGdiff,xGA,xGAdiff,xPTS,xPTSdiff
25,0,2014.0,Villarreal,38.0,16.0,12.0,10.0,48.0,37.0,60.0,56.77,8.77,40.7,3.7,62.74,2.74
26,0,2014.0,Athletic Club,38.0,15.0,10.0,13.0,42.0,41.0,55.0,45.54,3.54,44.11,3.11,53.36,-1.64
27,0,2014.0,Celta Vigo,38.0,13.0,12.0,13.0,47.0,44.0,51.0,58.89,11.89,51.78,7.78,55.05,4.05
28,0,2014.0,Malaga,38.0,14.0,8.0,16.0,42.0,48.0,50.0,46.22,4.22,54.13,6.13,48.51,-1.49
29,0,2014.0,Espanyol,38.0,13.0,10.0,15.0,47.0,51.0,49.0,43.98,-3.02,48.3,-2.7,50.38,1.38
30,0,2014.0,Rayo Vallecano,38.0,15.0,4.0,19.0,46.0,68.0,49.0,47.79,1.79,70.43,2.43,43.55,-5.45
31,0,2014.0,Real Sociedad,38.0,11.0,13.0,14.0,44.0,51.0,46.0,33.49,-10.51,51.16,0.16,38.78,-7.22
32,0,2014.0,Elche,38.0,11.0,8.0,19.0,35.0,62.0,41.0,39.61,4.61,58.07,-3.93,40.67,-0.33
33,0,2014.0,Getafe,38.0,10.0,7.0,21.0,33.0,64.0,37.0,33.97,0.97,53.67,-10.33,40.1,3.1
34,0,2014.0,Levante,38.0,9.0,10.0,19.0,34.0,67.0,37.0,35.3,1.3,60.27,-6.73,37.6,0.6
35,0,2014.0,Eibar,38.0,9.0,8.0,21.0,34.0,55.0,35.0,29.56,-4.44,53.72,-1.28,35.65,0.65
36,0,2014.0,Deportivo La Coruna,38.0,7.0,14.0,17.0,35.0,60.0,35.0,37.87,2.87,50.98,-9.02,43.52,8.52
37,0,2014.0,Granada,38.0,7.0,14.0,17.0,29.0,64.0,35.0,37.39,8.39,54.28,-9.72,45.73,10.73
38,0,2014.0,Almeria,38.0,8.0,8.0,22.0,35.0,64.0,32.0,38.67,3.67,58.87,-5.13,39.33,7.33
39,0,2014.0,Cordoba,38.0,3.0,11.0,24.0,22.0,68.0,20.0,29.76,7.76,57.34,-10.66,36.29,16.29
40,0,2014.0,Bayern Munich,34.0,25.0,4.0,5.0,80.0,18.0,79.0,66.21,-13.79,21.94,3.94,73.61,-5.39
41,0,2014.0,Wolfsburg,34.0,20.0,9.0,5.0,72.0,38.0,69.0,58.35,-13.65,38.82,0.82,59.95,-9.05
42,0,2014.0,Borussia M.Gladbach,34.0,19.0,9.0,6.0,53.0,26.0,66.0,51.74,-1.26,36.34,10.34,57.01,-8.99
43,0,2014.0,Bayer Leverkusen,34.0,17.0,10.0,7.0,62.0,37.0,61.0,49.16,-12.84,34.72,-2.28,55.34,-5.66
44,0,2014.0,Augsburg,34.0,15.0,4.0,15.0,43.0,43.0,49.0,43.91,0.91,46.66,3.66,45.5,-3.5
45,0,2014.0,Schalke 04,34.0,13.0,9.0,12.0,42.0,40.0,48.0,41.26,-0.74,46.96,6.96,45.07,-2.93
46,0,2014.0,Borussia Dortmund,34.0,13.0,7.0,14.0,47.0,42.0,46.0,53.86,6.86,33.4,-8.6,58.08,12.08
47,0,2014.0,Hoffenheim,34.0,12.0,8.0,14.0,49.0,55.0,44.0,49.96,0.96,50.0,-5.0,46.03,2.03
48,0,2014.0,Eintracht Frankfurt,34.0,11.0,10.0,13.0,56.0,62.0,43.0,47.37,-8.63,55.04,-6.96,41.72,-1.28
49,0,2014.0,Werder Bremen,34.0,11.0,10.0,13.0,50.0,65.0,43.0,42.67,-7.33,52.38,-12.62,39.38,-3.62
50,0,2014.0,Mainz 05,34.0,9.0,13.0,12.0,45.0,47.0,40.0,43.91,-1.09,48.11,1.11,44.93,4.93
51,0,2014.0,FC Cologne,34.0,9.0,13.0,12.0,34.0,40.0,40.0,32.22,-1.78,40.52,0.52,41.82,1.82
52,0,2014.0,Hannover 96,34.0,9.0,10.0,15.0,40.0,56.0,37.0,36.43,-3.57,46.28,-9.72,41.25,4.25
53,0,2014.0,VfB Stuttgart,34.0,9.0,9.0,16.0,42.0,60.0,36.0,45.64,3.64,48.1,-11.9,44.26,8.26
54,0,2014.0,Hertha Berlin,34.0,9.0,8.0,17.0,36.0,52.0,35.0,32.66,-3.34,46.2,-5.8,36.11,1.11
55,0,2014.0,Hamburger SV,34.0,9.0,8.0,17.0,25.0,50.0,35.0,32.86,7.86,55.83,5.83,33.57,-1.43
56,0,2014.0,Freiburg,34.0,7.0,13.0,14.0,36.0,47.0,34.0,38.69,2.69,45.91,-1.09,43.02,9.02
57,0,2014.0,Paderborn,34.0,7.0,10.0,17.0,31.0,65.0,31.0,36.08,5.08,55.77,-9.23,36.16,5.16
58,0,2014.0,Juventus,38.0,26.0,9.0,3.0,72.0,24.0,87.0,59.08,-12.92,29.13,5.13,74.79,-12.21
59,0,2014.0,Roma,38.0,19.0,13.0,6.0,54.0,31.0,70.0,50.85,-3.15,36.79,5.79,62.16,-7.84
60,0,2014.0,Lazio,38.0,21.0,6.0,11.0,71.0,38.0,69.0,62.0,-9.0,35.87,-2.13,67.79,-1.21
61,0,2014.0,Fiorentina,38.0,18.0,10.0,10.0,61.0,46.0,64.0,60.67,-0.33,48.5,2.5,61.11,-2.89
62,0,2014.0,Napoli,38.0,18.0,9.0,11.0,70.0,54.0,63.0,64.5,-5.5,34.37,-19.63,70.72,7.72
63,0,2014.0,Genoa,38.0,16.0,11.0,11.0,62.0,47.0,59.0,57.32,-4.68,60.37,13.37,50.55,-8.45
64,0,2014.0,Sampdoria,38.0,13.0,17.0,8.0,48.0,42.0,56.0,47.59,-0.41,48.37,6.37,52.85,-3.15
65,0,2014.0,Inter,38.0,14.0,13.0,11.0,59.0,48.0,55.0,57.17,-1.83,44.32,-3.68,60.8,5.8
66,0,2014.0,Torino,38.0,14.0,12.0,12.0,48.0,45.0,54.0,51.78,3.78,42.69,-2.31,56.95,2.95
67,0,2014.0,AC Milan,38.0,13.0,13.0,12.0,56.0,50.0,52.0,47.07,-8.93,53.99,3.99,48.33,-3.67
68,0,2014.0,Palermo,38.0,12.0,13.0,13.0,53.0,55.0,49.0,54.97,1.97,44.01,-10.99,58.68,9.68
69,0,2014.0,Sassuolo,38.0,12.0,13.0,13.0,49.0,57.0,49.0,42.91,-6.09,55.19,-1.81,44.1,-4.9
70,0,2014.0,Verona,38.0,11.0,13.0,14.0,49.0,65.0,46.0,46.88,-2.12,63.41,-1.59,41.97,-4.03
71,0,2014.0,Chievo,38.0,10.0,13.0,15.0,28.0,41.0,43.0,33.01,5.01,48.99,7.99,41.41,-1.59
72,0,2014.0,Empoli,38.0,8.0,18.0,12.0,46.0,52.0,42.0,49.66,3.66,43.42,-8.58,56.94,14.94
73,0,2014.0,Udinese,38.0,10.0,11.0,17.0,43.0,56.0,41.0,34.86,-8.14,54.75,-1.25,37.46,-3.54
74,0,2014.0,Atalanta,38.0,7.0,16.0,15.0,38.0,57.0,37.0,40.94,2.94,59.4,2.4,39.26,2.26
75,0,2014.0,Cagliari,38.0,8.0,10.0,20.0,48.0,68.0,34.0,53.92,5.92,54.17,-13.83,53.05,19.05
76,0,2014.0,Parma,38.0,6.0,8.0,24.0,33.0,75.0,26.0,31.77,-1.23,60.74,-14.26,31.52,5.52
77,0,2014.0,Cesena,38.0,4.0,12.0,22.0,36.0,73.0,24.0,34.62,-1.38,63.08,-9.92,34.75,10.75
78,0,2014.0,Paris Saint Germain,38.0,24.0,11.0,3.0,83.0,36.0,83.0,78.42,-4.58,28.24,-7.76,84.1,1.1
79,0,2014.0,Lyon,38.0,22.0,9.0,7.0,72.0,33.0,75.0,62.85,-9.15,41.71,8.71,65.62,-9.38
80,0,2014.0,Monaco,38.0,20.0,11.0,7.0,51.0,26.0,71.0,56.61,5.61,37.62,11.62,64.81,-6.19
81,0,2014.0,Marseille,38.0,21.0,6.0,11.0,76.0,42.0,69.0,60.63,-15.37,36.41,-5.59,66.51,-2.49
82,0,2014.0,Saint-Etienne,38.0,19.0,12.0,7.0,51.0,30.0,69.0,46.49,-4.51,38.24,8.24,58.7,-10.3
83,0,2014.0,Bordeaux,38.0,17.0,12.0,9.0,47.0,44.0,63.0,48.21,1.21,43.09,-0.91,55.79,-7.21
84,0,2014.0,Montpellier,38.0,16.0,8.0,14.0,46.0,39.0,56.0,45.39,-0.61,42.45,3.45,52.76,-3.24
85,0,2014.0,Lille,38.0,16.0,8.0,14.0,43.0,42.0,56.0,40.92,-2.08,44.22,2.22,50.78,-5.22
86,0,2014.0,Rennes,38.0,13.0,11.0,14.0,35.0,42.0,50.0,37.44,2.44,38.92,-3.08,49.58,-0.42
87,0,2014.0,Guingamp,38.0,15.0,4.0,19.0,41.0,55.0,49.0,37.85,-3.15,45.12,-9.88,47.48,-1.52
88,0,2014.0,Nice,38.0,13.0,9.0,16.0,44.0,53.0,48.0,45.19,1.19,48.0,-5.0,50.49,2.49
89,0,2014.0,SC Bastia,38.0,12.0,11.0,15.0,37.0,46.0,47.0,30.25,-6.75,44.64,-1.36,44.44,-2.56
90,0,2014.0,Caen,38.0,12.0,10.0,16.0,54.0,55.0,46.0,41.4,-12.6,59.07,4.07,40.98,-5.02
91,0,2014.0,Nantes,38.0,11.0,12.0,15.0,29.0,40.0,45.0,36.08,7.08,39.62,-0.38,49.13,4.13
92,0,2014.0,Reims,38.0,12.0,8.0,18.0,47.0,66.0,44.0,43.45,-3.55,58.57,-7.43,43.04,-0.96
93,0,2014.0,Lorient,38.0,12.0,7.0,19.0,44.0,50.0,43.0,41.04,-2.96,52.5,2.5,43.97,0.97
94,0,2014.0,Toulouse,38.0,12.0,6.0,20.0,43.0,64.0,42.0,40.67,-2.33,45.67,-18.33,46.42,4.42
95,0,2014.0,Evian Thonon Gaillard,38.0,11.0,4.0,23.0,41.0,62.0,37.0,33.9,-7.1,54.61,-7.39,38.24,1.24
96,0,2014.0,Metz,38.0,7.0,9.0,22.0,31.0,61.0,30.0,37.52,6.52,48.69,-12.31,42.99,12.99
97,0,2014.0,Lens,38.0,7.0,8.0,23.0,32.0,61.0,29.0,38.41,6.41,55.32,-5.68,42.36,13.36
