,index,Season,Team,M,W,D,L,G,GA,PTS,xG,xGdiff,xGA,xGAdiff,xPTS,xPTSdiff
80,0,2016.0,Nice,38.0,22.0,12.0,4.0,63.0,36.0,78.0,51.54,-11.46,50.89,14.89,53.47,-24.53
81,0,2016.0,Lyon,38.0,21.0,4.0,13.0,80.0,48.0,67.0,71.13,-8.87,41.03,-6.97,69.07,2.07
82,0,2016.0,Marseille,38.0,17.0,11.0,10.0,57.0,41.0,62.0,53.83,-3.17,47.33,6.33,56.84,-5.16
83,0,2016.0,Bordeaux,38.0,15.0,14.0,9.0,53.0,43.0,59.0,52.02,-0.98,44.11,1.11,58.16,-0.84
84,0,2016.0,Nantes,38.0,14.0,9.0,15.0,40.0,54.0,51.0,42.99,2.99,44.62,-9.38,52.83,1.83
85,0,2016.0,Saint-Etienne,38.0,12.0,14.0,12.0,41.0,42.0,50.0,42.92,1.92,50.26,8.26,49.18,-0.82
86,0,2016.0,Rennes,38.0,12.0,14.0,12.0,36.0,42.0,50.0,41.81,5.81,43.54,1.54,50.94,0.94
87,0,2016.0,Guingamp,38.0,14.0,8.0,16.0,46.0,53.0,50.0,47.14,1.14,52.31,-0.69,48.49,-1.51
88,0,2016.0,Lille,38.0,13.0,7.0,18.0,40.0,47.0,46.0,44.08,4.08,48.77,1.77,47.24,1.24
89,0,2016.0,Angers,38.0,13.0,7.0,18.0,40.0,49.0,46.0,46.19,6.19,41.02,-7.98,54.69,8.69
90,0,2016.0,Toulouse,38.0,10.0,14.0,14.0,37.0,41.0,44.0,41.19,4.19,42.98,1.98,50.61,6.61
91,0,2016.0,Metz,38.0,11.0,10.0,17.0,39.0,72.0,43.0,34.76,-4.24,63.68,-8.32,36.0,-7.0
92,0,2016.0,Montpellier,38.0,10.0,9.0,19.0,48.0,66.0,39.0,44.2,-3.8,52.03,-13.97,47.03,8.03
93,0,2016.0,Dijon,38.0,8.0,13.0,17.0,46.0,58.0,37.0,38.59,-7.41,62.66,4.66,36.73,-0.27
94,0,2016.0,Caen,38.0,10.0,7.0,21.0,36.0,65.0,37.0,45.28,9.28,56.47,-8.53,45.49,8.49
95,0,2016.0,Lorient,38.0,10.0,6.0,22.0,44.0,70.0,36.0,44.46,0.46,51.88,-18.12,46.81,10.81
96,0,2016.0,Nancy,38.0,9.0,8.0,21.0,29.0,52.0,35.0,32.58,3.58,54.45,2.45,39.45,4.45
97,0,2016.0,SC Bastia,38.0,8.0,10.0,20.0,29.0,57.0,34.0,32.27,3.27,58.01,1.01,36.84,2.84
