,index,Season,Team,M,W,D,L,G,GA,PTS,xG,xGdiff,xGA,xGAdiff,xPTS,xPTSdiff
82,0,2015.0,Lille,38.0,15.0,15.0,8.0,39.0,27.0,60.0,41.69,2.69,35.79,8.79,55.97,-4.03
83,0,2015.0,Saint-Etienne,38.0,17.0,7.0,14.0,42.0,37.0,58.0,45.46,3.46,44.66,7.66,53.63,-4.37
84,0,2015.0,Caen,38.0,16.0,6.0,16.0,39.0,52.0,54.0,43.9,4.9,49.69,-2.31,49.48,-4.52
85,0,2015.0,Rennes,38.0,13.0,13.0,12.0,52.0,54.0,52.0,42.91,-9.09,47.02,-6.98,49.63,-2.37
86,0,2015.0,Angers,38.0,13.0,11.0,14.0,40.0,38.0,50.0,36.58,-3.42,41.02,3.02,46.15,-3.85
87,0,2015.0,SC Bastia,38.0,14.0,8.0,16.0,36.0,42.0,50.0,29.51,-6.49,48.36,6.36,37.83,-12.17
88,0,2015.0,Bordeaux,38.0,12.0,14.0,12.0,50.0,57.0,50.0,46.36,-3.64,48.67,-8.33,51.48,1.48
89,0,2015.0,Montpellier,38.0,14.0,7.0,17.0,49.0,47.0,49.0,43.14,-5.86,44.33,-2.67,52.08,3.08
90,0,2015.0,Marseille,38.0,10.0,18.0,10.0,48.0,42.0,48.0,48.89,0.89,42.67,0.67,55.47,7.47
91,0,2015.0,Nantes,38.0,12.0,12.0,14.0,33.0,44.0,48.0,36.4,3.4,42.44,-1.56,48.85,0.85
92,0,2015.0,Lorient,38.0,11.0,13.0,14.0,47.0,58.0,46.0,42.31,-4.69,52.31,-5.69,45.76,-0.24
93,0,2015.0,Guingamp,38.0,11.0,11.0,16.0,47.0,56.0,44.0,41.35,-5.65,46.27,-9.73,48.87,4.87
94,0,2015.0,Toulouse,38.0,9.0,13.0,16.0,45.0,55.0,40.0,50.33,5.33,39.8,-15.2,59.16,19.16
95,0,2015.0,Reims,38.0,10.0,9.0,19.0,44.0,57.0,39.0,42.87,-1.13,52.92,-4.08,46.13,7.13
96,0,2015.0,GFC Ajaccio,38.0,8.0,13.0,17.0,37.0,58.0,37.0,32.52,-4.48,45.26,-12.74,41.96,4.96
97,0,2015.0,Troyes,38.0,3.0,9.0,26.0,28.0,83.0,18.0,36.59,8.59,73.28,-9.72,28.85,10.85
