Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,link,id,team
Dimo Krastev,bg BUL,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/445ba3ea/Dimo-Krastev,445ba3ea,Fiorentina
Tommaso Martinelli,it ITA,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/968ddd14/Tommaso-Martinelli,968ddd14,Fiorentina
Matija Nastasić,rs SRB,DF,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f35430a4/Matija-Nastasic,f35430a4,Fiorentina
Tommaso Vannucchi,it ITA,GK,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/4a3a546f/Tommaso-Vannucchi,4a3a546f,Fiorentina
Dante,br BRA,DF,38.0,37,37,3299.0,36.7,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,1.7,3.2,12.0,160.0,3.0,0.03,0.05,0.08,0.03,0.08,0.04,0.05,0.09,0.04,0.09,Matches,/en/players/fd2bc67d/Dante,fd2bc67d,Nice
Kasper Schmeichel,dk DEN,GK,35.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,/en/players/53af52f3/Kasper-Schmeichel,53af52f3,Nice
Jean-Clair Todibo,fr FRA,DF,22.0,34,33,2870.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.8,0.8,0.2,1.0,21.0,153.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,/en/players/88f130ed/Jean-Clair-Todibo,88f130ed,Nice
Khéphren Thuram,fr FRA,MF,21.0,35,30,2547.0,28.3,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,3.2,3.2,5.1,8.3,92.0,128.0,77.0,0.07,0.14,0.21,0.07,0.21,0.11,0.18,0.29,0.11,0.29,Matches,/en/players/7d9397f8/Khephren-Thuram,7d9397f8,Nice
Gaëtan Laborde,fr FRA,FW,28.0,33,28,2506.0,27.8,13.0,3.0,16.0,13.0,0.0,1.0,0.0,0.0,11.8,11.0,5.8,16.9,54.0,53.0,196.0,0.47,0.11,0.57,0.47,0.57,0.42,0.21,0.63,0.4,0.61,Matches,/en/players/7cdda3bf/Gaetan-Laborde,7cdda3bf,Nice
Melvin Bard,fr FRA,DF,21.0,33,28,2456.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.9,1.4,61.0,96.0,126.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,/en/players/1ddbc7ca/Melvin-Bard,1ddbc7ca,Nice
Jordan Lotomba,ch SUI,DF,23.0,33,27,2453.0,27.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.9,1.8,82.0,106.0,99.0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07,Matches,/en/players/fc4cf6a7/Jordan-Lotomba,fc4cf6a7,Nice
Hicham Boudaoui,dz ALG,MF,22.0,27,22,1875.0,20.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,2.0,2.9,39.0,110.0,55.0,0.05,0.1,0.14,0.05,0.14,0.04,0.09,0.14,0.04,0.14,Matches,/en/players/f9d5908e/Hicham-Boudaoui,f9d5908e,Nice
Aaron Ramsey,wls WAL,MF,31.0,27,18,1584.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.5,2.5,1.8,4.3,29.0,126.0,84.0,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,Matches,/en/players/ef619b0b/Aaron-Ramsey,ef619b0b,Nice
Pablo Rosario,nl NED,"MF,DF",25.0,31,17,1767.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,1.8,2.7,18.0,112.0,42.0,0.0,0.05,0.05,0.0,0.05,0.05,0.09,0.14,0.05,0.14,Matches,/en/players/1a6b7ea4/Pablo-Rosario,1a6b7ea4,Nice
Nicolas Pépé,ci CIV,"FW,MF",27.0,18,17,1495.0,16.6,6.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,8.1,5.8,2.6,8.3,48.0,53.0,151.0,0.36,0.0,0.36,0.18,0.18,0.48,0.15,0.63,0.34,0.49,Matches,/en/players/57e3f0c7/Nicolas-Pepe,57e3f0c7,Nice
Terem Moffi,ng NGA,FW,23.0,16,15,1328.0,14.8,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,8.3,8.3,2.9,11.2,25.0,20.0,77.0,0.41,0.2,0.61,0.41,0.61,0.56,0.19,0.76,0.56,0.76,Matches,/en/players/065dc209/Terem-Moffi,065dc209,Nice
Sofiane Diop,fr FRA,"MF,FW",22.0,22,14,1228.0,13.6,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,1.9,4.4,55.0,72.0,91.0,0.07,0.29,0.37,0.07,0.37,0.19,0.14,0.33,0.19,0.33,Matches,/en/players/19053e31/Sofiane-Diop,19053e31,Nice
Mario Lemina,ga GAB,"MF,DF",28.0,14,11,838.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.4,14.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,/en/players/2b471f99/Mario-Lemina,2b471f99,Nice
Ross Barkley,eng ENG,"MF,FW",28.0,27,9,960.0,10.7,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.3,4.3,2.4,6.7,30.0,48.0,46.0,0.37,0.19,0.56,0.37,0.56,0.42,0.23,0.65,0.42,0.65,Matches,/en/players/3a24769f/Ross-Barkley,3a24769f,Nice
Badredine Bouanani,dz ALG,"FW,MF",17.0,19,9,863.0,9.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,3.5,5.2,47.0,31.0,98.0,0.0,0.42,0.42,0.0,0.42,0.18,0.36,0.54,0.18,0.54,Matches,/en/players/0400dd2f/Badredine-Bouanani,0400dd2f,Nice
Andy Delort,dz ALG,FW,30.0,14,9,781.0,8.7,6.0,1.0,7.0,3.0,3.0,3.0,0.0,0.0,5.4,3.0,1.4,4.4,7.0,19.0,48.0,0.69,0.12,0.81,0.35,0.46,0.62,0.16,0.78,0.35,0.51,Matches,/en/players/d33c706e/Andy-Delort,d33c706e,Nice
Youcef Atal,dz ALG,"DF,MF",26.0,18,8,779.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.3,2.3,38.0,39.0,63.0,0.12,0.0,0.12,0.12,0.12,0.12,0.15,0.27,0.12,0.27,Matches,/en/players/6a827d8e/Youcef-Atal,6a827d8e,Nice
Mattia Viti,it ITA,DF,20.0,9,7,634.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,19.0,1.0,0.14,0.0,0.14,0.14,0.14,0.01,0.0,0.01,0.01,0.01,Matches,/en/players/75438a9a/Mattia-Viti,75438a9a,Nice
Alexis Beka Beka,fr FRA,"MF,DF",21.0,14,7,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.5,13.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,/en/players/4a5e83ad/Alexis-Beka-Beka,4a5e83ad,Nice
Antoine Mendy,fr FRA,DF,18.0,11,7,518.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,2.0,21.0,37.0,0.0,0.17,0.17,0.0,0.17,0.06,0.07,0.13,0.06,0.13,Matches,/en/players/3322e296/Antoine-Mendy,3322e296,Nice
Youssouf Ndayishimiye,bi BDI,"MF,DF",23.0,10,6,568.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.5,7.0,30.0,5.0,0.16,0.0,0.16,0.16,0.16,0.08,0.01,0.08,0.08,0.08,Matches,/en/players/65c55288/Youssouf-Ndayishimiye,65c55288,Nice
Bilal Brahimi,dz ALG,"FW,MF",22.0,26,5,800.0,8.9,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,2.8,41.0,16.0,100.0,0.34,0.23,0.56,0.34,0.56,0.12,0.19,0.31,0.12,0.31,Matches,/en/players/02bcaf8e/Bilal-Brahimi,02bcaf8e,Nice
Ayoub Amraoui,ma MAR,"DF,FW",18.0,7,3,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,/en/players/ae11ba3d/Ayoub-Amraoui,ae11ba3d,Nice
Amine Gouiri,fr FRA,"FW,MF",22.0,3,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.8,8.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,0.33,0.23,0.33,Matches,/en/players/aad56ca3/Amine-Gouiri,aad56ca3,Nice
Calvin Stengs,nl NED,FW,23.0,4,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,10.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,Matches,/en/players/8f7e6783/Calvin-Stengs,8f7e6783,Nice
Marcin Bułka,pl POL,GK,22.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/db87a2c4/Marcin-Bulka,db87a2c4,Nice
Joe Bryan,eng ENG,"MF,DF",28.0,6,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,2.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,/en/players/af69e7f0/Joe-Bryan,af69e7f0,Nice
Rareş Ilie,ro ROU,"MF,FW",19.0,4,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.14,0.32,0.18,0.32,Matches,/en/players/c9f49454/Rares-Ilie,c9f49454,Nice
Reda Belahyane,fr FRA,MF,18.0,4,1,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,/en/players/705a1642/Reda-Belahyane,705a1642,Nice
Flavius Daniliuc,at AUT,DF,21.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,/en/players/7ef972c3/Flavius-Daniliuc,7ef972c3,Nice
Alexis Claude-Maurice,fr FRA,FW,24.0,2,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.18,0.12,0.18,Matches,/en/players/741418c3/Alexis-Claude-Maurice,741418c3,Nice
Andréa Dacourt,fr FRA,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/4a021593/Andrea-Dacourt,4a021593,Nice
Théo Trinker,fr FRA,MF,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/7a3f8712/Theo-Trinker,7a3f8712,Nice
Mads Bech Sørensen,dk DEN,DF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/30db8574/Mads-Bech-Sorensen,30db8574,Nice
Teddy Boulhendi,fr FRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/02e63f80/Teddy-Boulhendi,02e63f80,Nice
Soudeysse Kari,fr FRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/d434e889/Soudeysse-Kari,d434e889,Nice
Tom Louchet,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/f999e9be/Tom-Louchet,f999e9be,Nice
Yannis Nahounou,fr FRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/2405094a/Yannis-Nahounou,2405094a,Nice
Mory Diaw,sn SEN,GK,29.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/f41a69e6/Mory-Diaw,f41a69e6,Clermont Foot
Mateusz Wieteska,pl POL,DF,25.0,35,35,3117.0,34.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.1,2.1,0.3,2.4,15.0,99.0,8.0,0.0,0.03,0.03,0.0,0.03,0.06,0.01,0.07,0.06,0.07,Matches,/en/players/3ecc8c5f/Mateusz-Wieteska,3ecc8c5f,Clermont Foot
Neto Borges,br BRA,DF,25.0,33,33,2833.0,31.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,2.0,3.1,3.1,2.7,5.8,69.0,100.0,189.0,0.1,0.03,0.13,0.1,0.13,0.1,0.09,0.19,0.1,0.18,Matches,/en/players/9f936061/Neto-Borges,9f936061,Clermont Foot
Johan Gastien,fr FRA,MF,34.0,31,29,2603.0,28.9,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,1.2,1.2,2.1,3.3,13.0,219.0,27.0,0.14,0.1,0.24,0.14,0.24,0.04,0.07,0.12,0.04,0.12,Matches,/en/players/868eaba0/Johan-Gastien,868eaba0,Clermont Foot
Alidu Seidu,gh GHA,DF,22.0,28,28,2458.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,0.1,0.5,0.7,27.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches,/en/players/cea59f02/Alidu-Seidu,cea59f02,Clermont Foot
Grejohn Kyei,fr FRA,FW,26.0,37,26,2232.0,24.8,10.0,3.0,13.0,6.0,4.0,6.0,3.0,0.0,11.7,7.0,1.6,8.6,27.0,37.0,160.0,0.4,0.12,0.52,0.24,0.36,0.47,0.06,0.54,0.28,0.34,Matches,/en/players/397ba086/Grejohn-Kyei,397ba086,Clermont Foot
Elba Rashani,xk KVX,"MF,FW",29.0,32,26,2162.0,24.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,4.7,4.7,3.6,8.3,55.0,54.0,172.0,0.12,0.12,0.25,0.12,0.25,0.2,0.15,0.34,0.2,0.34,Matches,/en/players/25749008/Elba-Rashani,25749008,Clermont Foot
Yohann Magnin,fr FRA,MF,25.0,38,25,2399.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,2.3,3.3,14.0,121.0,56.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,/en/players/caa7aaea/Yohann-Magnin,caa7aaea,Clermont Foot
Jim Allevinah,ga GAB,"DF,FW",27.0,36,25,2244.0,24.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.5,2.5,2.0,4.5,82.0,59.0,141.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,Matches,/en/players/1956b948/Jim-Allevinah,1956b948,Clermont Foot
Maximiliano Caufriez,be BEL,DF,25.0,26,25,2222.0,24.7,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.9,0.9,0.0,0.9,33.0,92.0,13.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,Matches,/en/players/c92c24f0/Maximiliano-Caufriez,c92c24f0,Clermont Foot
Saîf-Eddine Khaoui,tn TUN,MF,27.0,34,23,2027.0,22.5,7.0,3.0,10.0,7.0,0.0,0.0,4.0,0.0,5.1,5.1,3.8,8.9,23.0,72.0,88.0,0.31,0.13,0.44,0.31,0.44,0.23,0.17,0.39,0.23,0.39,Matches,/en/players/796b1c41/Saif-Eddine-Khaoui,796b1c41,Clermont Foot
Muhammed Saracevic Cham,at AUT,MF,21.0,38,23,1968.0,21.9,7.0,4.0,11.0,5.0,2.0,2.0,2.0,0.0,6.0,4.4,3.1,7.5,71.0,106.0,120.0,0.32,0.18,0.5,0.23,0.41,0.27,0.14,0.41,0.2,0.34,Matches,/en/players/f527a32c/Muhammed-Saracevic-Cham,f527a32c,Clermont Foot
Maxime Gonalons,fr FRA,MF,33.0,25,19,1449.0,16.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,1.0,10.0,99.0,3.0,0.06,0.0,0.06,0.06,0.06,0.03,0.03,0.06,0.03,0.06,Matches,/en/players/b8c1de25/Maxime-Gonalons,b8c1de25,Clermont Foot
Florent Ogier,fr FRA,DF,33.0,26,18,1701.0,18.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.3,1.5,4.0,57.0,3.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,/en/players/6993927b/Florent-Ogier,6993927b,Clermont Foot
Komnen Andrić,rs SRB,FW,27.0,34,16,1446.0,16.1,4.0,3.0,7.0,3.0,1.0,2.0,4.0,0.0,5.5,3.9,0.9,4.8,8.0,27.0,88.0,0.25,0.19,0.44,0.19,0.37,0.34,0.06,0.39,0.24,0.3,Matches,/en/players/af3ddb2e/Komnen-Andric,af3ddb2e,Clermont Foot
Jérémie Bela,ao ANG,"DF,MF",29.0,19,7,743.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,22.0,24.0,54.0,0.12,0.12,0.24,0.12,0.24,0.07,0.03,0.1,0.07,0.1,Matches,/en/players/5680bf3f/Jeremie-Bela,5680bf3f,Clermont Foot
Mehdi Zeffane,dz ALG,"DF,MF",30.0,18,7,658.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.7,1.8,9.0,18.0,31.0,0.14,0.14,0.27,0.14,0.27,0.15,0.1,0.25,0.15,0.25,Matches,/en/players/c8c02ac7/Mehdi-Zeffane,c8c02ac7,Clermont Foot
Cheick Konaté,ci CIV,DF,18.0,9,6,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,12.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,/en/players/1361e5bc/Cheick-Konate,1361e5bc,Clermont Foot
Aïman Maurer,ma MAR,MF,17.0,10,6,501.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.5,2.7,21.0,9.0,40.0,0.0,0.18,0.18,0.0,0.18,0.22,0.26,0.48,0.22,0.48,Matches,/en/players/87d31635/Aiman-Maurer,87d31635,Clermont Foot
Jodel Dossou,bj BEN,"MF,DF",30.0,9,2,258.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,8.0,6.0,23.0,0.35,0.0,0.35,0.35,0.35,0.15,0.05,0.21,0.15,0.21,Matches,/en/players/a1dbfcb1/Jodel-Dossou,a1dbfcb1,Clermont Foot
Arial Mendy,sn SEN,DF,27.0,5,1,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,/en/players/9f0f4b49/Arial-Mendy,9f0f4b49,Clermont Foot
Ouparine Djoco,sn SEN,GK,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/62124972/Ouparine-Djoco,62124972,Clermont Foot
Baila Diallo,fr FRA,"DF,MF",21.0,6,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,/en/players/fb55f63a/Baila-Diallo,fb55f63a,Clermont Foot
Yanis Massolin,fr FRA,MF,19.0,6,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,/en/players/6ea05ca7/Yanis-Massolin,6ea05ca7,Clermont Foot
Brandon Baiye,be BEL,MF,21.0,7,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Clermont Foot
Souleymane Cissé,fr FRA,DF,19.0,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,/en/players/ff4d0258/Souleymane-Cisse,ff4d0258,Clermont Foot
Jason Berthomier,fr FRA,MF,32.0,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/03e91055/Jason-Berthomier,03e91055,Clermont Foot
Jean-Claude Billong,cm CMR,MF,28.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,/en/players/a3e1d20d/Jean-Claude-Billong,a3e1d20d,Clermont Foot
Stan Berkani,dz ALG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/7dd28b06/Stan-Berkani,7dd28b06,Clermont Foot
Sofyan Chader,fr FRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/99d29d38/Sofyan-Chader,99d29d38,Clermont Foot
Wabo Kamdem,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/0167017b/Wabo-Kamdem,0167017b,Clermont Foot
Lucas Margueron,fr FRA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/af66b89c/Lucas-Margueron,af66b89c,Clermont Foot
Giovani Versini,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,/en/players/ba046af6/Giovani-Versini,ba046af6,Clermont Foot
David Raya,es ESP,GK,26.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.3,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,/en/players/98ea5115/David-Raya,98ea5115,Brentford
Ben Mee,eng ENG,DF,32.0,37,37,3269.0,36.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.2,3.2,1.3,4.5,8.0,84.0,14.0,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12,Matches,/en/players/8df7a2fb/Ben-Mee,8df7a2fb,Brentford
Rico Henry,eng ENG,DF,25.0,37,37,3238.0,36.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,2.7,4.2,55.0,107.0,111.0,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.12,0.04,0.12,Matches,/en/players/8a3c1dc7/Rico-Henry,8a3c1dc7,Brentford
Mathias Jensen,dk DEN,MF,26.0,37,37,2803.0,31.1,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,2.2,2.2,5.0,7.2,21.0,141.0,77.0,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23,Matches,/en/players/0f134faf/Mathias-Jensen,0f134faf,Brentford
Bryan Mbeumo,cm CMR,FW,22.0,38,36,2906.0,32.3,9.0,8.0,17.0,8.0,1.0,1.0,5.0,0.0,9.8,9.0,7.6,16.5,66.0,88.0,235.0,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.54,0.28,0.51,Matches,/en/players/6afaebf2/Bryan-Mbeumo,6afaebf2,Brentford
Ivan Toney,eng ENG,FW,26.0,33,33,2951.0,32.8,20.0,4.0,24.0,14.0,6.0,7.0,9.0,0.0,18.7,13.2,5.1,18.3,14.0,79.0,165.0,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.4,0.56,Matches,/en/players/e09f279b/Ivan-Toney,e09f279b,Brentford
Ethan Pinnock,jm JAM,DF,29.0,30,30,2700.0,30.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,52.0,16.0,0.1,0.0,0.1,0.1,0.1,0.1,0.03,0.13,0.1,0.13,Matches,/en/players/e541326e/Ethan-Pinnock,e541326e,Brentford
Vitaly Janelt,de GER,"MF,DF",24.0,35,24,2208.0,24.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,1.4,3.8,14.0,82.0,28.0,0.12,0.04,0.16,0.12,0.16,0.1,0.06,0.15,0.1,0.15,Matches,/en/players/8449d35e/Vitaly-Janelt,8449d35e,Brentford
Aaron Hickey,sct SCO,DF,20.0,26,23,1916.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,41.0,81.0,47.0,0.0,0.05,0.05,0.0,0.05,0.02,0.02,0.04,0.02,0.04,Matches,/en/players/1780bb4a/Aaron-Hickey,1780bb4a,Brentford
Christian Nørgaard,dk DEN,MF,28.0,22,21,1763.0,19.6,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,3.1,4.7,4.0,73.0,8.0,0.05,0.15,0.2,0.05,0.2,0.08,0.16,0.24,0.08,0.24,Matches,/en/players/df0a4c90/Christian-Norgaard,df0a4c90,Brentford
