id,futbin_name,ustat_name,score
224196,Ramy Bensebaini,Ramy Bensebaini,100.0
228093,Marcus Thuram,Marcus Thuram,100.0
220883,Borré,Santos Borré,100.0
231521,Exequiel Palacios,Exequiel Palacios,100.0
202371,Thomas Meunier,Thomas Meunier,100.0
200215,Sebastian Rode,Sebastian Rode,100.0
232487,Wataru Endo,Wataru Endo,100.0
226851,Benjamin Pavard,Benjamin Pavard,100.0
216258,Ihlas Bebou,Ihlas Bebou,100.0
193254,Christopher Trimmel,Christopher Trimmel,100.0
200318,Mark Uth,Mark Uth,100.0
203030,Robin Knoche,Robin Knoche,100.0
212212,Dominik Kohr,Dominik Kohr,100.0
221671,Jae Sung Lee,Jae-Sung Lee,100.0
223641,Timo Baumgartl,Timo Baumgartl,100.0
224251,Robin Zentner,Robin Zentner,100.0
225309,Nadiem Amiri,Nadiem Amiri,100.0
225908,Reece Oxford,Reece Oxford,100.0
228595,Grischa Prömel,Grischa Prömel,100.0
229909,Andrey Lunev,Andrey Lunev,100.0
234171,Roland Sallai,Roland Sallai,100.0
234727,Timo Hübers,Timo Hübers,100.0
237629,Arne Maier,Arne Maier,100.0
240916,Dejan Ljubicic,Dejan Ljubicic,100.0
243237,Luca Pellegrini,Luca Pellegrini,100.0
192641,Kevin Vogt,Kevin Vogt,100.0
183714,Simon Terodde,Simon Terodde,100.0
209288,Florent Mollet,Florent Mollet,100.0
234833,Florian Müller,Florian Müller,100.0
245541,Giovanni Reyna,Giovanni Reyna,100.0
224041,Marvin Schwäbe,Marvin Schwäbe,100.0
251182,Iago,Iago,100.0
232639,Ritsu Doan,Ritsu Doan,100.0
216283,Danilo,Danilo Soares,100.0
228687,Kasper Dolberg,Kasper Dolberg,100.0
204082,Brooks,John Brooks,100.0
216158,Silvan Widmer,Silvan Widmer,100.0
212187,Philipp Max,Philipp Max,100.0
241522,Jonas Wind,Jonas Wind,100.0
216497,Maximilian Philipp,Maximilian Philipp,100.0
228946,Mattias Svanberg,Mattias Svanberg,100.0
212245,Yannick Gerhardt,Yannick Gerhardt,100.0
208001,Paulo Otávio,Paulo Otávio,100.0
202562,Jérôme Roussillon,Jérôme Roussillon,100.0
223790,Sheraldo Becker,Sheraldo Becker,100.0
254566,Patrick Wimmer,Patrick Wimmer,100.0
244257,Jonathan Burkardt,Jonathan Burkardt,100.0
182212,Anthony Modeste,Anthony Modeste,100.0
199339,Manuel Riemann,Manuel Riemann,100.0
178603,Mats Hummels,Mats Hummels,100.0
220814,Lucas Hernández,Lucas Hernández,100.0
225375,Konrad Laimer,Konrad Laimer,100.0
193698,Oliver Baumann,Oliver Baumann,100.0
235073,Gregor Kobel,Gregor Kobel,100.0
247819,Nico Schlotterbeck,Nico Schlotterbeck,100.0
256630,Florian Wirtz,Florian Wirtz,100.0
212188,Timo Werner,Timo Werner,100.0
228941,André Silva,André Silva,100.0
244260,Dani Olmo,Dani Olmo,100.0
204638,Willi Orban,Willi Orban,100.0
209889,Guerreiro,Raphael Guerreiro,100.0
208333,Emre Can,Emre Can,100.0
207862,Matthias Ginter,Matthias Ginter,100.0
236401,Noussair Mazraoui,Noussair Mazraoui,100.0
192984,Koen Casteels,Koen Casteels,100.0
222492,Leroy Sané,Leroy Sané,100.0
241852,Moussa Diaby,Moussa Diaby,100.0
234396,Alphonso Davies,Alphonso Davies,100.0
212622,Joshua Kimmich,Joshua Kimmich,100.0
210514,João Cancelo,João Cancelo,100.0
189596,Thomas Müller,Thomas Müller,100.0
209658,Leon Goretzka,Leon Goretzka,100.0
213345,Kingsley Coman,Kingsley Coman,100.0
188943,Kevin Trapp,Kevin Trapp,100.0
232411,Christopher Nkunku,Christopher Nkunku,100.0
205693,Sébastien Haller,Sébastien Haller,100.0
185122,Péter Gulácsi,Péter Gulácsi,100.0
177683,Yann Sommer,Yann Sommer,100.0
212190,Niklas Süle,Niklas Süle,100.0
234236,Patrik Schick,Patrik Schick,100.0
188350,Marco Reus,Marco Reus,100.0
206113,Serge Gnabry,Serge Gnabry,100.0
177683,Yann Sommer,Yann Sommer,100.0
252371,Jude Bellingham,Jude Bellingham,100.0
235243,Matthijs de Ligt,Matthijs de Ligt,100.0
202857,Karim Bellarabi,Karim Bellarabi,100.0
212194,Julian Brandt,Julian Brandt,100.0
236703,David Raum,David Raum,100.0
203486,Thorgan Hazard,Thorgan Hazard,100.0
213955,Sardar Azmoun,Sardar Azmoun,100.0
209846,Christian Günter,Christian Günter,100.0
199042,Charles Aránguiz,Charles Aránguiz,100.0
211738,Mark Flekken,Mark Flekken,100.0
232730,Daichi Kamada,Daichi Kamada,100.0
190815,Daley Blind,Daley Blind,100.0
236772,Dominik Szoboszlai,Dominik Szoboszlai,100.0
234711,Josip Brekalo,Josip Brekalo,100.0
246104,Ryan Gravenberch,Ryan Gravenberch,100.0
